REF_DATE,GEO,DGUID,Components of population growth,Gender,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,COORDINATE,VALUE
2020/2021,"Abbotsford - Mission (CMA), British Columbia",2021S0503932,Residual deviation,Total - gender,All ages,Persons,249,units,0,43.11.1.1,-214
2017/2018,"Vancouver (CMA), British Columbia",2021S0503933,Net emigration,Total - gender,All ages,Persons,249,units,0,44.4.1.1,7911
2018/2019,"Vancouver (CMA), British Columbia",2021S0503933,Net emigration,Total - gender,All ages,Persons,249,units,0,44.4.1.1,6467
2019/2020,"Vancouver (CMA), British Columbia",2021S0503933,Net emigration,Total - gender,All ages,Persons,249,units,0,44.4.1.1,5057
2020/2021,"Vancouver (CMA), British Columbia",2021S0503933,Net emigration,Total - gender,All ages,Persons,249,units,0,44.4.1.1,3796
2021/2022,"Vancouver (CMA), British Columbia",2021S0503933,Net emigration,Total - gender,All ages,Persons,249,units,0,44.4.1.1,6914
2022/2023,"Vancouver (CMA), British Columbia",2021S0503933,Net emigration,Total - gender,All ages,Persons,249,units,0,44.4.1.1,7150
2023/2024,"Vancouver (CMA), British Columbia",2021S0503933,Net emigration,Total - gender,All ages,Persons,249,units,0,44.4.1.1,7375
2017/2018,"Vancouver (CMA), British Columbia",2021S0503933,Returning emigrants,Total - gender,All ages,Persons,249,units,0,44.6.1.1,6904
2018/2019,"Vancouver (CMA), British Columbia",2021S0503933,Returning emigrants,Total - gender,All ages,Persons,249,units,0,44.6.1.1,6618
2019/2020,"Vancouver (CMA), British Columbia",2021S0503933,Returning emigrants,Total - gender,All ages,Persons,249,units,0,44.6.1.1,6079
2020/2021,"Vancouver (CMA), British Columbia",2021S0503933,Returning emigrants,Total - gender,All ages,Persons,249,units,0,44.6.1.1,4547
2021/2022,"Vancouver (CMA), British Columbia",2021S0503933,Returning emigrants,Total - gender,All ages,Persons,249,units,0,44.6.1.1,6133
2022/2023,"Vancouver (CMA), British Columbia",2021S0503933,Returning emigrants,Total - gender,All ages,Persons,249,units,0,44.6.1.1,6554
2023/2024,"Vancouver (CMA), British Columbia",2021S0503933,Returning emigrants,Total - gender,All ages,Persons,249,units,0,44.6.1.1,6732
2017/2018,"Vancouver (CMA), British Columbia",2021S0503933,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,44.8.1.1,3753
2018/2019,"Vancouver (CMA), British Columbia",2021S0503933,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,44.8.1.1,3344
2019/2020,"Vancouver (CMA), British Columbia",2021S0503933,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,44.8.1.1,5007
2020/2021,"Vancouver (CMA), British Columbia",2021S0503933,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,44.8.1.1,9019
2021/2022,"Vancouver (CMA), British Columbia",2021S0503933,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,44.8.1.1,10892
2022/2023,"Vancouver (CMA), British Columbia",2021S0503933,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,44.8.1.1,1230
2023/2024,"Vancouver (CMA), British Columbia",2021S0503933,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,44.8.1.1,-5709
2017/2018,"Vancouver (CMA), British Columbia",2021S0503933,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,44.9.1.1,-14444
2018/2019,"Vancouver (CMA), British Columbia",2021S0503933,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,44.9.1.1,-11848
2019/2020,"Vancouver (CMA), British Columbia",2021S0503933,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,44.9.1.1,-11143
2020/2021,"Vancouver (CMA), British Columbia",2021S0503933,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,44.9.1.1,-13064
2021/2022,"Vancouver (CMA), British Columbia",2021S0503933,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,44.9.1.1,-18694
2022/2023,"Vancouver (CMA), British Columbia",2021S0503933,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,44.9.1.1,-15389
2023/2024,"Vancouver (CMA), British Columbia",2021S0503933,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,44.9.1.1,-15193
2017/2018,"Vancouver (CMA), British Columbia",2021S0503933,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,44.10.1.1,19297
2018/2019,"Vancouver (CMA), British Columbia",2021S0503933,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,44.10.1.1,22495
2019/2020,"Vancouver (CMA), British Columbia",2021S0503933,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,44.10.1.1,725
2020/2021,"Vancouver (CMA), British Columbia",2021S0503933,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,44.10.1.1,-5052
2021/2022,"Vancouver (CMA), British Columbia",2021S0503933,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,44.10.1.1,26144
2022/2023,"Vancouver (CMA), British Columbia",2021S0503933,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,44.10.1.1,92876
2023/2024,"Vancouver (CMA), British Columbia",2021S0503933,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,44.10.1.1,102094
2017/2018,"Vancouver (CMA), British Columbia",2021S0503933,Residual deviation,Total - gender,All ages,Persons,249,units,0,44.11.1.1,2268
2018/2019,"Vancouver (CMA), British Columbia",2021S0503933,Residual deviation,Total - gender,All ages,Persons,249,units,0,44.11.1.1,2215
2019/2020,"Vancouver (CMA), British Columbia",2021S0503933,Residual deviation,Total - gender,All ages,Persons,249,units,0,44.11.1.1,2175
2020/2021,"Vancouver (CMA), British Columbia",2021S0503933,Residual deviation,Total - gender,All ages,Persons,249,units,0,44.11.1.1,630
2017/2018,"Victoria (CMA), British Columbia",2021S0503935,Net emigration,Total - gender,All ages,Persons,249,units,0,45.4.1.1,682
2018/2019,"Victoria (CMA), British Columbia",2021S0503935,Net emigration,Total - gender,All ages,Persons,249,units,0,45.4.1.1,597
2019/2020,"Victoria (CMA), British Columbia",2021S0503935,Net emigration,Total - gender,All ages,Persons,249,units,0,45.4.1.1,539
2020/2021,"Victoria (CMA), British Columbia",2021S0503935,Net emigration,Total - gender,All ages,Persons,249,units,0,45.4.1.1,303
2021/2022,"Victoria (CMA), British Columbia",2021S0503935,Net emigration,Total - gender,All ages,Persons,249,units,0,45.4.1.1,728
2022/2023,"Victoria (CMA), British Columbia",2021S0503935,Net emigration,Total - gender,All ages,Persons,249,units,0,45.4.1.1,733
2023/2024,"Victoria (CMA), British Columbia",2021S0503935,Net emigration,Total - gender,All ages,Persons,249,units,0,45.4.1.1,741
2017/2018,"Victoria (CMA), British Columbia",2021S0503935,Returning emigrants,Total - gender,All ages,Persons,249,units,0,45.6.1.1,736
2018/2019,"Victoria (CMA), British Columbia",2021S0503935,Returning emigrants,Total - gender,All ages,Persons,249,units,0,45.6.1.1,772
2019/2020,"Victoria (CMA), British Columbia",2021S0503935,Returning emigrants,Total - gender,All ages,Persons,249,units,0,45.6.1.1,747
2020/2021,"Victoria (CMA), British Columbia",2021S0503935,Returning emigrants,Total - gender,All ages,Persons,249,units,0,45.6.1.1,505
2021/2022,"Victoria (CMA), British Columbia",2021S0503935,Returning emigrants,Total - gender,All ages,Persons,249,units,0,45.6.1.1,684
2022/2023,"Victoria (CMA), British Columbia",2021S0503935,Returning emigrants,Total - gender,All ages,Persons,249,units,0,45.6.1.1,663
2023/2024,"Victoria (CMA), British Columbia",2021S0503935,Returning emigrants,Total - gender,All ages,Persons,249,units,0,45.6.1.1,691
2017/2018,"Victoria (CMA), British Columbia",2021S0503935,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,45.8.1.1,2757
2018/2019,"Victoria (CMA), British Columbia",2021S0503935,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,45.8.1.1,2990
2019/2020,"Victoria (CMA), British Columbia",2021S0503935,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,45.8.1.1,3740
2020/2021,"Victoria (CMA), British Columbia",2021S0503935,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,45.8.1.1,3925
2021/2022,"Victoria (CMA), British Columbia",2021S0503935,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,45.8.1.1,4425
2022/2023,"Victoria (CMA), British Columbia",2021S0503935,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,45.8.1.1,1543
2023/2024,"Victoria (CMA), British Columbia",2021S0503935,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,45.8.1.1,282
2017/2018,"Victoria (CMA), British Columbia",2021S0503935,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,45.9.1.1,2149
2018/2019,"Victoria (CMA), British Columbia",2021S0503935,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,45.9.1.1,1912
2019/2020,"Victoria (CMA), British Columbia",2021S0503935,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,45.9.1.1,1793
2020/2021,"Victoria (CMA), British Columbia",2021S0503935,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,45.9.1.1,1345
2021/2022,"Victoria (CMA), British Columbia",2021S0503935,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,45.9.1.1,2052
2022/2023,"Victoria (CMA), British Columbia",2021S0503935,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,45.9.1.1,983
2023/2024,"Victoria (CMA), British Columbia",2021S0503935,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,45.9.1.1,975
2017/2018,"Victoria (CMA), British Columbia",2021S0503935,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,45.10.1.1,694
2018/2019,"Victoria (CMA), British Columbia",2021S0503935,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,45.10.1.1,1118
2019/2020,"Victoria (CMA), British Columbia",2021S0503935,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,45.10.1.1,-232
2020/2021,"Victoria (CMA), British Columbia",2021S0503935,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,45.10.1.1,-1031
2021/2022,"Victoria (CMA), British Columbia",2021S0503935,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,45.10.1.1,3407
2022/2023,"Victoria (CMA), British Columbia",2021S0503935,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,45.10.1.1,4735
2023/2024,"Victoria (CMA), British Columbia",2021S0503935,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,45.10.1.1,4885
2017/2018,"Victoria (CMA), British Columbia",2021S0503935,Residual deviation,Total - gender,All ages,Persons,249,units,0,45.11.1.1,53
2018/2019,"Victoria (CMA), British Columbia",2021S0503935,Residual deviation,Total - gender,All ages,Persons,249,units,0,45.11.1.1,53
2019/2020,"Victoria (CMA), British Columbia",2021S0503935,Residual deviation,Total - gender,All ages,Persons,249,units,0,45.11.1.1,123
2020/2021,"Victoria (CMA), British Columbia",2021S0503935,Residual deviation,Total - gender,All ages,Persons,249,units,0,45.11.1.1,31
2017/2018,"Nanaimo (CMA), British Columbia",2021S0503938,Net emigration,Total - gender,All ages,Persons,249,units,0,46.4.1.1,118
2018/2019,"Nanaimo (CMA), British Columbia",2021S0503938,Net emigration,Total - gender,All ages,Persons,249,units,0,46.4.1.1,75
2019/2020,"Nanaimo (CMA), British Columbia",2021S0503938,Net emigration,Total - gender,All ages,Persons,249,units,0,46.4.1.1,59
2020/2021,"Nanaimo (CMA), British Columbia",2021S0503938,Net emigration,Total - gender,All ages,Persons,249,units,0,46.4.1.1,95
2021/2022,"Nanaimo (CMA), British Columbia",2021S0503938,Net emigration,Total - gender,All ages,Persons,249,units,0,46.4.1.1,88
2022/2023,"Nanaimo (CMA), British Columbia",2021S0503938,Net emigration,Total - gender,All ages,Persons,249,units,0,46.4.1.1,190
2023/2024,"Nanaimo (CMA), British Columbia",2021S0503938,Net emigration,Total - gender,All ages,Persons,249,units,0,46.4.1.1,195
2017/2018,"Nanaimo (CMA), British Columbia",2021S0503938,Returning emigrants,Total - gender,All ages,Persons,249,units,0,46.6.1.1,97
2018/2019,"Nanaimo (CMA), British Columbia",2021S0503938,Returning emigrants,Total - gender,All ages,Persons,249,units,0,46.6.1.1,101
2019/2020,"Nanaimo (CMA), British Columbia",2021S0503938,Returning emigrants,Total - gender,All ages,Persons,249,units,0,46.6.1.1,87
2020/2021,"Nanaimo (CMA), British Columbia",2021S0503938,Returning emigrants,Total - gender,All ages,Persons,249,units,0,46.6.1.1,75
2021/2022,"Nanaimo (CMA), British Columbia",2021S0503938,Returning emigrants,Total - gender,All ages,Persons,249,units,0,46.6.1.1,114
2022/2023,"Nanaimo (CMA), British Columbia",2021S0503938,Returning emigrants,Total - gender,All ages,Persons,249,units,0,46.6.1.1,87
2023/2024,"Nanaimo (CMA), British Columbia",2021S0503938,Returning emigrants,Total - gender,All ages,Persons,249,units,0,46.6.1.1,91
2017/2018,"Nanaimo (CMA), British Columbia",2021S0503938,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,46.8.1.1,643
2018/2019,"Nanaimo (CMA), British Columbia",2021S0503938,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,46.8.1.1,656
2019/2020,"Nanaimo (CMA), British Columbia",2021S0503938,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,46.8.1.1,770
2020/2021,"Nanaimo (CMA), British Columbia",2021S0503938,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,46.8.1.1,821
2021/2022,"Nanaimo (CMA), British Columbia",2021S0503938,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,46.8.1.1,923
2022/2023,"Nanaimo (CMA), British Columbia",2021S0503938,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,46.8.1.1,384
2023/2024,"Nanaimo (CMA), British Columbia",2021S0503938,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,46.8.1.1,85
2017/2018,"Nanaimo (CMA), British Columbia",2021S0503938,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,46.9.1.1,1359
2018/2019,"Nanaimo (CMA), British Columbia",2021S0503938,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,46.9.1.1,818
2019/2020,"Nanaimo (CMA), British Columbia",2021S0503938,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,46.9.1.1,676
2020/2021,"Nanaimo (CMA), British Columbia",2021S0503938,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,46.9.1.1,1021
2021/2022,"Nanaimo (CMA), British Columbia",2021S0503938,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,46.9.1.1,1368
2022/2023,"Nanaimo (CMA), British Columbia",2021S0503938,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,46.9.1.1,1488
2023/2024,"Nanaimo (CMA), British Columbia",2021S0503938,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,46.9.1.1,1195
2017/2018,"Nanaimo (CMA), British Columbia",2021S0503938,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,46.10.1.1,348
2018/2019,"Nanaimo (CMA), British Columbia",2021S0503938,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,46.10.1.1,520
2019/2020,"Nanaimo (CMA), British Columbia",2021S0503938,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,46.10.1.1,-291
2020/2021,"Nanaimo (CMA), British Columbia",2021S0503938,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,46.10.1.1,-461
2021/2022,"Nanaimo (CMA), British Columbia",2021S0503938,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,46.10.1.1,251
2022/2023,"Nanaimo (CMA), British Columbia",2021S0503938,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,46.10.1.1,862
2023/2024,"Nanaimo (CMA), British Columbia",2021S0503938,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,46.10.1.1,1519
2017/2018,"Nanaimo (CMA), British Columbia",2021S0503938,Residual deviation,Total - gender,All ages,Persons,249,units,0,46.11.1.1,418
2018/2019,"Nanaimo (CMA), British Columbia",2021S0503938,Residual deviation,Total - gender,All ages,Persons,249,units,0,46.11.1.1,427
2019/2020,"Nanaimo (CMA), British Columbia",2021S0503938,Residual deviation,Total - gender,All ages,Persons,249,units,0,46.11.1.1,436
2020/2021,"Nanaimo (CMA), British Columbia",2021S0503938,Residual deviation,Total - gender,All ages,Persons,249,units,0,46.11.1.1,425
2017/2018,"All census agglomerations, Canada",,Net emigration,Total - gender,All ages,Persons,249,units,0,47.4.1.1,2407
2018/2019,"All census agglomerations, Canada",,Net emigration,Total - gender,All ages,Persons,249,units,0,47.4.1.1,1954
2019/2020,"All census agglomerations, Canada",,Net emigration,Total - gender,All ages,Persons,249,units,0,47.4.1.1,1848
2020/2021,"All census agglomerations, Canada",,Net emigration,Total - gender,All ages,Persons,249,units,0,47.4.1.1,1979
