"","REF_DATE","City","Province","Components.of.population.growth","VALUE","Type.of.area","covid"
"5241","2021/2022","Total CA","NB","Births",596,"Total CA","COVID"
"5242","2022/2023","Total CA","NB","Births",610,"Total CA","Post-COVID"
"5243","2023/2024","Total CA","NB","Births",616,"Total CA","Post-COVID"
"5244","2017/2018","Total CA","NB","Deaths",1153,"Total CA","Pre-COVID"
"5245","2018/2019","Total CA","NB","Deaths",1090,"Total CA","Pre-COVID"
"5246","2019/2020","Total CA","NB","Deaths",1078,"Total CA","Pre-COVID"
"5247","2020/2021","Total CA","NB","Deaths",1089,"Total CA","COVID"
"5248","2021/2022","Total CA","NB","Deaths",1188,"Total CA","COVID"
"5249","2022/2023","Total CA","NB","Deaths",1330,"Total CA","Post-COVID"
"5250","2023/2024","Total CA","NB","Deaths",1368,"Total CA","Post-COVID"
"5251","2017/2018","Total CA","NB","Immigrants",153,"Total CA","Pre-COVID"
"5252","2018/2019","Total CA","NB","Immigrants",268,"Total CA","Pre-COVID"
"5253","2019/2020","Total CA","NB","Immigrants",293,"Total CA","Pre-COVID"
"5254","2020/2021","Total CA","NB","Immigrants",159,"Total CA","COVID"
"5255","2021/2022","Total CA","NB","Immigrants",631,"Total CA","COVID"
"5256","2022/2023","Total CA","NB","Immigrants",797,"Total CA","Post-COVID"
"5257","2023/2024","Total CA","NB","Immigrants",1439,"Total CA","Post-COVID"
"5258","2017/2018","Total CA","NB","Emigrants",57,"Total CA","Pre-COVID"
"5259","2018/2019","Total CA","NB","Emigrants",42,"Total CA","Pre-COVID"
"5260","2019/2020","Total CA","NB","Emigrants",22,"Total CA","Pre-COVID"
"5261","2020/2021","Total CA","NB","Emigrants",5,"Total CA","COVID"
"5262","2021/2022","Total CA","NB","Emigrants",57,"Total CA","COVID"
"5263","2022/2023","Total CA","NB","Emigrants",40,"Total CA","Post-COVID"
"5264","2023/2024","Total CA","NB","Emigrants",42,"Total CA","Post-COVID"
"5265","2017/2018","Total CMA and CA","QC","Births",69426,"Total CMA and CA","Pre-COVID"
"5266","2018/2019","Total CMA and CA","QC","Births",69073,"Total CMA and CA","Pre-COVID"
"5267","2019/2020","Total CMA and CA","QC","Births",69581,"Total CMA and CA","Pre-COVID"
"5268","2020/2021","Total CMA and CA","QC","Births",67016,"Total CMA and CA","COVID"
"5269","2021/2022","Total CMA and CA","QC","Births",68126,"Total CMA and CA","COVID"
"5270","2022/2023","Total CMA and CA","QC","Births",64904,"Total CMA and CA","Post-COVID"
"5271","2023/2024","Total CMA and CA","QC","Births",64394,"Total CMA and CA","Post-COVID"
"5272","2017/2018","Total CMA and CA","QC","Deaths",54071,"Total CMA and CA","Pre-COVID"
"5273","2018/2019","Total CMA and CA","QC","Deaths",53705,"Total CMA and CA","Pre-COVID"
"5274","2019/2020","Total CMA and CA","QC","Deaths",58827,"Total CMA and CA","Pre-COVID"
"5275","2020/2021","Total CMA and CA","QC","Deaths",55459,"Total CMA and CA","COVID"
"5276","2021/2022","Total CMA and CA","QC","Deaths",57563,"Total CMA and CA","COVID"
"5277","2022/2023","Total CMA and CA","QC","Deaths",61922,"Total CMA and CA","Post-COVID"
"5278","2023/2024","Total CMA and CA","QC","Deaths",62783,"Total CMA and CA","Post-COVID"
"5279","2017/2018","Total CMA and CA","QC","Immigrants",47146,"Total CMA and CA","Pre-COVID"
"5280","2018/2019","Total CMA and CA","QC","Immigrants",44208,"Total CMA and CA","Pre-COVID"
"5281","2019/2020","Total CMA and CA","QC","Immigrants",32865,"Total CMA and CA","Pre-COVID"
"5282","2020/2021","Total CMA and CA","QC","Immigrants",32957,"Total CMA and CA","COVID"
"5283","2021/2022","Total CMA and CA","QC","Immigrants",61250,"Total CMA and CA","COVID"
"5284","2022/2023","Total CMA and CA","QC","Immigrants",62637,"Total CMA and CA","Post-COVID"
"5285","2023/2024","Total CMA and CA","QC","Immigrants",53881,"Total CMA and CA","Post-COVID"
"5286","2017/2018","Total CMA and CA","QC","Emigrants",13073,"Total CMA and CA","Pre-COVID"
"5287","2018/2019","Total CMA and CA","QC","Emigrants",12672,"Total CMA and CA","Pre-COVID"
"5288","2019/2020","Total CMA and CA","QC","Emigrants",9534,"Total CMA and CA","Pre-COVID"
"5289","2020/2021","Total CMA and CA","QC","Emigrants",9426,"Total CMA and CA","COVID"
"5290","2021/2022","Total CMA and CA","QC","Emigrants",12948,"Total CMA and CA","COVID"
"5291","2022/2023","Total CMA and CA","QC","Emigrants",12253,"Total CMA and CA","Post-COVID"
"5292","2023/2024","Total CMA and CA","QC","Emigrants",12611,"Total CMA and CA","Post-COVID"
"5293","2017/2018","Total CMA","QC","Births",62089,"Total CMA","Pre-COVID"
"5294","2018/2019","Total CMA","QC","Births",61771,"Total CMA","Pre-COVID"
"5295","2019/2020","Total CMA","QC","Births",62158,"Total CMA","Pre-COVID"
"5296","2020/2021","Total CMA","QC","Births",59755,"Total CMA","COVID"
"5297","2021/2022","Total CMA","QC","Births",60704,"Total CMA","COVID"
"5298","2022/2023","Total CMA","QC","Births",58008,"Total CMA","Post-COVID"
"5299","2023/2024","Total CMA","QC","Births",57720,"Total CMA","Post-COVID"
"5300","2017/2018","Total CMA","QC","Deaths",45574,"Total CMA","Pre-COVID"
"5301","2018/2019","Total CMA","QC","Deaths",45130,"Total CMA","Pre-COVID"
"5302","2019/2020","Total CMA","QC","Deaths",50143,"Total CMA","Pre-COVID"
"5303","2020/2021","Total CMA","QC","Deaths",46237,"Total CMA","COVID"
"5304","2021/2022","Total CMA","QC","Deaths",47865,"Total CMA","COVID"
"5305","2022/2023","Total CMA","QC","Deaths",51653,"Total CMA","Post-COVID"
"5306","2023/2024","Total CMA","QC","Deaths",52311,"Total CMA","Post-COVID"
"5307","2017/2018","Total CMA","QC","Immigrants",46216,"Total CMA","Pre-COVID"
"5308","2018/2019","Total CMA","QC","Immigrants",43085,"Total CMA","Pre-COVID"
"5309","2019/2020","Total CMA","QC","Immigrants",32095,"Total CMA","Pre-COVID"
"5310","2020/2021","Total CMA","QC","Immigrants",32193,"Total CMA","COVID"
"5311","2021/2022","Total CMA","QC","Immigrants",59368,"Total CMA","COVID"
"5312","2022/2023","Total CMA","QC","Immigrants",60468,"Total CMA","Post-COVID"
"5313","2023/2024","Total CMA","QC","Immigrants",51610,"Total CMA","Post-COVID"
"5314","2017/2018","Total CMA","QC","Emigrants",12616,"Total CMA","Pre-COVID"
"5315","2018/2019","Total CMA","QC","Emigrants",12290,"Total CMA","Pre-COVID"
"5316","2019/2020","Total CMA","QC","Emigrants",9269,"Total CMA","Pre-COVID"
"5317","2020/2021","Total CMA","QC","Emigrants",9064,"Total CMA","COVID"
"5318","2021/2022","Total CMA","QC","Emigrants",12553,"Total CMA","COVID"
"5319","2022/2023","Total CMA","QC","Emigrants",11974,"Total CMA","Post-COVID"
"5320","2023/2024","Total CMA","QC","Emigrants",12329,"Total CMA","Post-COVID"
"5321","2017/2018","Total CA","QC","Births",7337,"Total CA","Pre-COVID"
"5322","2018/2019","Total CA","QC","Births",7302,"Total CA","Pre-COVID"
"5323","2019/2020","Total CA","QC","Births",7423,"Total CA","Pre-COVID"
"5324","2020/2021","Total CA","QC","Births",7261,"Total CA","COVID"
"5325","2021/2022","Total CA","QC","Births",7422,"Total CA","COVID"
"5326","2022/2023","Total CA","QC","Births",6896,"Total CA","Post-COVID"
"5327","2023/2024","Total CA","QC","Births",6674,"Total CA","Post-COVID"
"5328","2017/2018","Total CA","QC","Deaths",8497,"Total CA","Pre-COVID"
"5329","2018/2019","Total CA","QC","Deaths",8575,"Total CA","Pre-COVID"
"5330","2019/2020","Total CA","QC","Deaths",8684,"Total CA","Pre-COVID"
"5331","2020/2021","Total CA","QC","Deaths",9222,"Total CA","COVID"
"5332","2021/2022","Total CA","QC","Deaths",9698,"Total CA","COVID"
"5333","2022/2023","Total CA","QC","Deaths",10269,"Total CA","Post-COVID"
"5334","2023/2024","Total CA","QC","Deaths",10472,"Total CA","Post-COVID"
"5335","2017/2018","Total CA","QC","Immigrants",930,"Total CA","Pre-COVID"
"5336","2018/2019","Total CA","QC","Immigrants",1123,"Total CA","Pre-COVID"
"5337","2019/2020","Total CA","QC","Immigrants",770,"Total CA","Pre-COVID"
"5338","2020/2021","Total CA","QC","Immigrants",764,"Total CA","COVID"
"5339","2021/2022","Total CA","QC","Immigrants",1882,"Total CA","COVID"
"5340","2022/2023","Total CA","QC","Immigrants",2169,"Total CA","Post-COVID"
"5341","2023/2024","Total CA","QC","Immigrants",2271,"Total CA","Post-COVID"
"5342","2017/2018","Total CA","QC","Emigrants",457,"Total CA","Pre-COVID"
"5343","2018/2019","Total CA","QC","Emigrants",382,"Total CA","Pre-COVID"
"5344","2019/2020","Total CA","QC","Emigrants",265,"Total CA","Pre-COVID"
"5345","2020/2021","Total CA","QC","Emigrants",362,"Total CA","COVID"
"5346","2021/2022","Total CA","QC","Emigrants",395,"Total CA","COVID"
"5347","2022/2023","Total CA","QC","Emigrants",279,"Total CA","Post-COVID"
"5348","2023/2024","Total CA","QC","Emigrants",282,"Total CA","Post-COVID"
"5349","2017/2018","Total CMA and CA","ON","Births",127464,"Total CMA and CA","Pre-COVID"
"5350","2018/2019","Total CMA and CA","ON","Births",126750,"Total CMA and CA","Pre-COVID"
"5351","2019/2020","Total CMA and CA","ON","Births",126795,"Total CMA and CA","Pre-COVID"
"5352","2020/2021","Total CMA and CA","ON","Births",122631,"Total CMA and CA","COVID"
"5353","2021/2022","Total CMA and CA","ON","Births",124127,"Total CMA and CA","COVID"
"5354","2022/2023","Total CMA and CA","ON","Births",121090,"Total CMA and CA","Post-COVID"
"5355","2023/2024","Total CMA and CA","ON","Births",126509,"Total CMA and CA","Post-COVID"
"5356","2017/2018","Total CMA and CA","ON","Deaths",92497,"Total CMA and CA","Pre-COVID"
"5357","2018/2019","Total CMA and CA","ON","Deaths",92110,"Total CMA and CA","Pre-COVID"
"5358","2019/2020","Total CMA and CA","ON","Deaths",97389,"Total CMA and CA","Pre-COVID"
"5359","2020/2021","Total CMA and CA","ON","Deaths",101874,"Total CMA and CA","COVID"
"5360","2021/2022","Total CMA and CA","ON","Deaths",103984,"Total CMA and CA","COVID"
"5361","2022/2023","Total CMA and CA","ON","Deaths",109531,"Total CMA and CA","Post-COVID"
"5362","2023/2024","Total CMA and CA","ON","Deaths",112875,"Total CMA and CA","Post-COVID"
"5363","2017/2018","Total CMA and CA","ON","Immigrants",131387,"Total CMA and CA","Pre-COVID"
"5364","2018/2019","Total CMA and CA","ON","Immigrants",138050,"Total CMA and CA","Pre-COVID"
"5365","2019/2020","Total CMA and CA","ON","Immigrants",125979,"Total CMA and CA","Pre-COVID"
"5366","2020/2021","Total CMA and CA","ON","Immigrants",106996,"Total CMA and CA","COVID"
"5367","2021/2022","Total CMA and CA","ON","Immigrants",225164,"Total CMA and CA","COVID"
"5368","2022/2023","Total CMA and CA","ON","Immigrants",197545,"Total CMA and CA","Post-COVID"
"5369","2023/2024","Total CMA and CA","ON","Immigrants",195590,"Total CMA and CA","Post-COVID"
"5370","2017/2018","Total CMA and CA","ON","Emigrants",41252,"Total CMA and CA","Pre-COVID"
"5371","2018/2019","Total CMA and CA","ON","Emigrants",39591,"Total CMA and CA","Pre-COVID"
"5372","2019/2020","Total CMA and CA","ON","Emigrants",34266,"Total CMA and CA","Pre-COVID"
"5373","2020/2021","Total CMA and CA","ON","Emigrants",28072,"Total CMA and CA","COVID"
"5374","2021/2022","Total CMA and CA","ON","Emigrants",43896,"Total CMA and CA","COVID"
"5375","2022/2023","Total CMA and CA","ON","Emigrants",46283,"Total CMA and CA","Post-COVID"
"5376","2023/2024","Total CMA and CA","ON","Emigrants",47660,"Total CMA and CA","Post-COVID"
"5377","2017/2018","Total CMA","ON","Births",117732,"Total CMA","Pre-COVID"
"5378","2018/2019","Total CMA","ON","Births",117299,"Total CMA","Pre-COVID"
"5379","2019/2020","Total CMA","ON","Births",117370,"Total CMA","Pre-COVID"
"5380","2020/2021","Total CMA","ON","Births",113137,"Total CMA","COVID"
"5381","2021/2022","Total CMA","ON","Births",114428,"Total CMA","COVID"
"5382","2022/2023","Total CMA","ON","Births",111874,"Total CMA","Post-COVID"
"5383","2023/2024","Total CMA","ON","Births",116882,"Total CMA","Post-COVID"
"5384","2017/2018","Total CMA","ON","Deaths",80354,"Total CMA","Pre-COVID"
"5385","2018/2019","Total CMA","ON","Deaths",80003,"Total CMA","Pre-COVID"
"5386","2019/2020","Total CMA","ON","Deaths",85032,"Total CMA","Pre-COVID"
"5387","2020/2021","Total CMA","ON","Deaths",89150,"Total CMA","COVID"
"5388","2021/2022","Total CMA","ON","Deaths",89916,"Total CMA","COVID"
"5389","2022/2023","Total CMA","ON","Deaths",94794,"Total CMA","Post-COVID"
"5390","2023/2024","Total CMA","ON","Deaths",97697,"Total CMA","Post-COVID"
"5391","2017/2018","Total CMA","ON","Immigrants",130116,"Total CMA","Pre-COVID"
"5392","2018/2019","Total CMA","ON","Immigrants",136636,"Total CMA","Pre-COVID"
"5393","2019/2020","Total CMA","ON","Immigrants",124729,"Total CMA","Pre-COVID"
"5394","2020/2021","Total CMA","ON","Immigrants",105804,"Total CMA","COVID"
"5395","2021/2022","Total CMA","ON","Immigrants",221616,"Total CMA","COVID"
"5396","2022/2023","Total CMA","ON","Immigrants",194074,"Total CMA","Post-COVID"
"5397","2023/2024","Total CMA","ON","Immigrants",191369,"Total CMA","Post-COVID"
"5398","2017/2018","Total CMA","ON","Emigrants",39706,"Total CMA","Pre-COVID"
"5399","2018/2019","Total CMA","ON","Emigrants",38178,"Total CMA","Pre-COVID"
"5400","2019/2020","Total CMA","ON","Emigrants",33005,"Total CMA","Pre-COVID"
"5401","2020/2021","Total CMA","ON","Emigrants",26948,"Total CMA","COVID"
"5402","2021/2022","Total CMA","ON","Emigrants",41834,"Total CMA","COVID"
"5403","2022/2023","Total CMA","ON","Emigrants",44363,"Total CMA","Post-COVID"
"5404","2023/2024","Total CMA","ON","Emigrants",45682,"Total CMA","Post-COVID"
"5405","2017/2018","Total CA","ON","Births",9732,"Total CA","Pre-COVID"
"5406","2018/2019","Total CA","ON","Births",9451,"Total CA","Pre-COVID"
"5407","2019/2020","Total CA","ON","Births",9425,"Total CA","Pre-COVID"
"5408","2020/2021","Total CA","ON","Births",9494,"Total CA","COVID"
"5409","2021/2022","Total CA","ON","Births",9699,"Total CA","COVID"
"5410","2022/2023","Total CA","ON","Births",9216,"Total CA","Post-COVID"
"5411","2023/2024","Total CA","ON","Births",9627,"Total CA","Post-COVID"
"5412","2017/2018","Total CA","ON","Deaths",12143,"Total CA","Pre-COVID"
"5413","2018/2019","Total CA","ON","Deaths",12107,"Total CA","Pre-COVID"
"5414","2019/2020","Total CA","ON","Deaths",12357,"Total CA","Pre-COVID"
"5415","2020/2021","Total CA","ON","Deaths",12724,"Total CA","COVID"
"5416","2021/2022","Total CA","ON","Deaths",14068,"Total CA","COVID"
"5417","2022/2023","Total CA","ON","Deaths",14737,"Total CA","Post-COVID"
"5418","2023/2024","Total CA","ON","Deaths",15178,"Total CA","Post-COVID"
"5419","2017/2018","Total CA","ON","Immigrants",1271,"Total CA","Pre-COVID"
"5420","2018/2019","Total CA","ON","Immigrants",1414,"Total CA","Pre-COVID"
"5421","2019/2020","Total CA","ON","Immigrants",1250,"Total CA","Pre-COVID"
"5422","2020/2021","Total CA","ON","Immigrants",1192,"Total CA","COVID"
"5423","2021/2022","Total CA","ON","Immigrants",3548,"Total CA","COVID"
"5424","2022/2023","Total CA","ON","Immigrants",3471,"Total CA","Post-COVID"
"5425","2023/2024","Total CA","ON","Immigrants",4221,"Total CA","Post-COVID"
"5426","2017/2018","Total CA","ON","Emigrants",1546,"Total CA","Pre-COVID"
"5427","2018/2019","Total CA","ON","Emigrants",1413,"Total CA","Pre-COVID"
"5428","2019/2020","Total CA","ON","Emigrants",1261,"Total CA","Pre-COVID"
"5429","2020/2021","Total CA","ON","Emigrants",1124,"Total CA","COVID"
"5430","2021/2022","Total CA","ON","Emigrants",2062,"Total CA","COVID"
"5431","2022/2023","Total CA","ON","Emigrants",1920,"Total CA","Post-COVID"
"5432","2023/2024","Total CA","ON","Emigrants",1978,"Total CA","Post-COVID"
"5433","2017/2018","Total CMA and CA","MB","Births",11540,"Total CMA and CA","Pre-COVID"
"5434","2018/2019","Total CMA and CA","MB","Births",10967,"Total CMA and CA","Pre-COVID"
"5435","2019/2020","Total CMA and CA","MB","Births",10920,"Total CMA and CA","Pre-COVID"
"5436","2020/2021","Total CMA and CA","MB","Births",10806,"Total CMA and CA","COVID"
"5437","2021/2022","Total CMA and CA","MB","Births",11193,"Total CMA and CA","COVID"
"5438","2022/2023","Total CMA and CA","MB","Births",10654,"Total CMA and CA","Post-COVID"
"5439","2023/2024","Total CMA and CA","MB","Births",10325,"Total CMA and CA","Post-COVID"
"5440","2017/2018","Total CMA and CA","MB","Deaths",7663,"Total CMA and CA","Pre-COVID"
"5441","2018/2019","Total CMA and CA","MB","Deaths",7562,"Total CMA and CA","Pre-COVID"
"5442","2019/2020","Total CMA and CA","MB","Deaths",7731,"Total CMA and CA","Pre-COVID"
"5443","2020/2021","Total CMA and CA","MB","Deaths",8339,"Total CMA and CA","COVID"
"5444","2021/2022","Total CMA and CA","MB","Deaths",8242,"Total CMA and CA","COVID"
"5445","2022/2023","Total CMA and CA","MB","Deaths",8819,"Total CMA and CA","Post-COVID"
"5446","2023/2024","Total CMA and CA","MB","Deaths",9030,"Total CMA and CA","Post-COVID"
"5447","2017/2018","Total CMA and CA","MB","Immigrants",12842,"Total CMA and CA","Pre-COVID"
"5448","2018/2019","Total CMA and CA","MB","Immigrants",14561,"Total CMA and CA","Pre-COVID"
"5449","2019/2020","Total CMA and CA","MB","Immigrants",13203,"Total CMA and CA","Pre-COVID"
"5450","2020/2021","Total CMA and CA","MB","Immigrants",9375,"Total CMA and CA","COVID"
"5451","2021/2022","Total CMA and CA","MB","Immigrants",19279,"Total CMA and CA","COVID"
"5452","2022/2023","Total CMA and CA","MB","Immigrants",23919,"Total CMA and CA","Post-COVID"
"5453","2023/2024","Total CMA and CA","MB","Immigrants",21815,"Total CMA and CA","Post-COVID"
"5454","2017/2018","Total CMA and CA","MB","Emigrants",2190,"Total CMA and CA","Pre-COVID"
"5455","2018/2019","Total CMA and CA","MB","Emigrants",2094,"Total CMA and CA","Pre-COVID"
"5456","2019/2020","Total CMA and CA","MB","Emigrants",1653,"Total CMA and CA","Pre-COVID"
"5457","2020/2021","Total CMA and CA","MB","Emigrants",1924,"Total CMA and CA","COVID"
"5458","2021/2022","Total CMA and CA","MB","Emigrants",2405,"Total CMA and CA","COVID"
"5459","2022/2023","Total CMA and CA","MB","Emigrants",2650,"Total CMA and CA","Post-COVID"
"5460","2023/2024","Total CMA and CA","MB","Emigrants",2725,"Total CMA and CA","Post-COVID"
"5461","2017/2018","Total CMA","MB","Births",9526,"Total CMA","Pre-COVID"
"5462","2018/2019","Total CMA","MB","Births",9046,"Total CMA","Pre-COVID"
"5463","2019/2020","Total CMA","MB","Births",8954,"Total CMA","Pre-COVID"
"5464","2020/2021","Total CMA","MB","Births",8955,"Total CMA","COVID"
"5465","2021/2022","Total CMA","MB","Births",9277,"Total CMA","COVID"
"5466","2022/2023","Total CMA","MB","Births",8765,"Total CMA","Post-COVID"
"5467","2023/2024","Total CMA","MB","Births",8495,"Total CMA","Post-COVID"
"5468","2017/2018","Total CMA","MB","Deaths",6659,"Total CMA","Pre-COVID"
"5469","2018/2019","Total CMA","MB","Deaths",6525,"Total CMA","Pre-COVID"
"5470","2019/2020","Total CMA","MB","Deaths",6680,"Total CMA","Pre-COVID"
"5471","2020/2021","Total CMA","MB","Deaths",7193,"Total CMA","COVID"
"5472","2021/2022","Total CMA","MB","Deaths",7022,"Total CMA","COVID"
"5473","2022/2023","Total CMA","MB","Deaths",7538,"Total CMA","Post-COVID"
"5474","2023/2024","Total CMA","MB","Deaths",7724,"Total CMA","Post-COVID"
